attributnamn	value	Definition
	HCH, summa av: alfa-HCH (alfa-Hexaklorcyklohexan), beta-HCH (beta-Hexaklorcyklohexan), Lindan (gamma-HCH))	WIKI
	Etoxikin	
	Etoxikin-dimer	
	"DDT (p,p'), DDE (p,p'), DDD (p,p'), DDT (o,p'), DDE (o,p'), DDD (o,p'), summa ""lower bound"""	"”lower bound"" innebär att alla värden <LOQ har satts till noll (0) för LOQ vid summering (= ”exklusive LOQ”)"
	"DDT (p,p'), DDE (p,p'), DDD (p,p'), DDT (o,p'), DDE (o,p'), DDD (o,p'), summa ""upper bound"""	"""upper bound"" innebär att alla värden <LOQ har satts till värdet för LOQ vid summering (= ”inklusive LOQ”)"
	Emamektin	
	Trifloxisulfuron-metyl	ChSp/PubCh/ECHA
	Tebutiuron	ChSp/PubCh/ECHA/WIKI
	Diklorprop-P (2,4-DP-p)	ChSp/PubCh/ECHA/WIKI
	Ipkonazol	ChSp/PubCh/ECHA/WIKI/EU/EFSA/USEPA
	Tetrakonazol	ChSp/PubCh/ECHA/USEPA
	Bekämpningsmedel, summa av 37 (2,4-D, AMPA, Atrazin, Atrazin-2-hydroxy, Atrazin-desetyl, Azoxystrobin, BAM, Bentason, Bifenox, Bitertanol, Boskalid, Cyanazin, Dimetoat, Diuron, Etofumesat, ETU, Fenoxaprop, Fluroxipyr, Glyfosat, Imidakloprid, Isoproturon, Klopyralid, Kloridazon, Kvinmerak, Lindan, MCPA, Mekoprop, Metalaxyl, Metamitron, Metazaklor, Metribuzin, Metsulfuron-metyl, Pirimikarb, Simazin, Terbutryn, Terbutylazin, Terbutylazin-hydroxy)	"Summa av 37 bekämpningsmedel inklusive metaboliter och nedbrytningsprodukter. Definierade för ""Screening 2023-råvatten"" av Vattenmyndigheten"
	1-Naftol	ChSp/PubCh/ECHA/WIKI
	Bensovindiflupyr	ChSp/PubCh/ECHA/WIKI
	Bixafen	ChSp/PubCh/ECHA/WIKI
	Dikvat	ChSp/PubCh/ECHA/WIKI
	Etametsulfuronmetyl	ChSp/PubCh/ECHA
	Etefon	ChSp/PubCh/ECHA/WIKI
	Fluopyram	ChSp/PubCh/ECHA/WIKI
	Fluxapyroxad	ChSp/PubCh/ECHA/WIKI
	Halauxifen-metyl	ChSp/PubCh/ECHA
	Isopyrazam	ChSp/PubCh/ECHA
	Järn(III)fosfat	ChSp/PubCh/ECHA/WIKI
	Klormekvat	ChSp/PubCh/WIKI
	Kopparhydroxid	ChSp/PubCh/ECHA/WIKI
	Mepikvat	ChSp/PubCh/ECHA
	Napropamid	ChSp/PubCh/ECHA/WIKI
	Oxatiapiprolin	ChSp/PubCh/ECHA/WIKI
	Paraffinolja	PubCh/EFSA - https://efsa.onlinelibrary.wiley.com/doi/epdf/10.2903/j.efsa.2009.219r
	Pelargonsyra	ChSp/PubCh/ECHA/WIKI
	Pinoxaden	ChSp/PubCh/ECHA/WIKI
	Prokinazid	ChSp/PubCh/ECHA/WIKI
	Propakizafop	ChSp/PubCh/ECHA/WIKI
	Pyriofenon	ChSp/PubCh/ECHA/WIKI
	Sedaxan	ChSp/PubCh/ECHA/WIKI
	Triklorättiksyra	ChSp/PubCh/ECHA/WIKI
	Tienkarbazon-metyl	ChSp/PubCh/ECHA
	Trifloxistrobin-syra	PubCh
	Cyantraniliprol	ChSp/PubCh/ECHA/WIKI
	Mefentriflukonazol	ChSp/PubCh/ECHA/PPDB (Pesticide Properties DataBase) - https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3098.htm
	Pinoxadendion	ChSp/PubCh/ECHA
	Pirimikarb-desmetylformamid	ChSp/PubCh/ECHA
	Propikonazol-4-karboxylsyra	PubCh
	Metaflumizon	ChSp/PubCh/ECHA/USEPA/WIKI
	Nitenpyram	ChSp/PubCh/ECHA/WIKI
	N,N-Dimetylsulfamid (DMS)	ChSp/PubCh/ECHA/WIKI
	1,2-Dibrom-3-klorpropan	Ersärtter felaktig kod CH09/672
	Dimetyldioktadecylammoniumbromid	Ersärtter felaktig kod CH09/214 - ChSp/PubCh/ECHA/WIKI
	alfa-HCH (alfa-Hexaklorcyklohexan)	Ersätter felaktig kod CH09/68 - PubCh/ECHA/WIKI
	Acibenzolar-S-metyl	ChSp/PubCh/ECHA/WIKI
	Akrinatrin	ChSp/PubCh/ECHA/WIKI
	Aminokarb	ChSp/PubCh/ECHA/WIKI
	O,O,O',O'-Tetrapropylditiopyrofosfat	ChSp/PubCh/ECHA
	Benalaxyl	ChSp/PubCh/ECHA/WIKI
	Butoxikarboxim	ChSp/PubCh/ECHA/WIKI
	Butralin	ChSp/PubCh/ECHA/WIKI
	Klordimeform	ChSp/PubCh/ECHA/WIKI
	Klozolinat	ChSp/PubCh/ECHA/WIKI
	Demeton-S-metylsulfoxid	Pubch
	3,5-Dikloranilin	ChSp/PubCh/ECHA/WIKI
	Dietofenkarb	ChSp/PubCh/ECHA/WIKI
	Dioxation	ChSp/PubCh/ECHA/WIKI
	Difenamid	ChSp/PubCh/ECHA/WIKI
	Disulfoton-sulfon	ChSp/PubCh/ECHA
	Disulfoton-sulfoxid	ChSp/PubCh/ECHA/WIKI
	Etiofenkarb-sulfon	ChSp/PubCh/ECHA/WIKI
	Etiofenkarb-sulfoxid	PubCh/ECHA/WIKI
	Etofenprox	ChSp/PubCh/ECHA/WIKI
	Fenamifos-sulfon	ChSp/PubCh/ECHA
	Fenamifos-sulfoxid	PubCh/ECHA
	Fenazakin	ChSp/PubCh/ECHA/WIKI
	Fenbukonazol	ChSp/PubCh/ECHA/WIKI
	Fenpiklonil	ChSp/PubCh/ECHA/WIKI
	Fensulfotion	ChSp/PubCh/ECHA/WIKI
	Fensulfotion-oxon	ChSp/PubCh
	Fensulfotion-oxon-sulfon	PubCh/ECHA
	Fensulfotion-sulfon	PubCh
	Flumetralin	ChSp/PubCh/ECHA/WIKI
	Flukinkonazol	ChSp/PubCh/ECHA/WIKI
	Fluvalinat	ChSp/PubCh/ECHA/WIKI
	Haloxifop	ChSp/PubCh/ECHA
	Haloxifop-2-etoxietyl	ChSp/PubCh/ECHA
	Hexakonazol	ChSp/PubCh/ECHA/WIKI
	Iprovalikarb	ChSp/PubCh/ECHA/WIKI
	Isokarbofos	ChSp/PubCh/ECHA
	Isofenfos-metyl	PubCh/ECHA
	Isoprokarb	ChSp/PubCh/ECHA/WIKI
	Isopropalin	ChSp/PubCh/ECHA/WIKI
	Metamidofos	ChSp/PubCh/ECHA/WIKI
	Myklobutanil	ChSp/PubCh/ECHA/WIKI
	Paraoxon-metyl	ChSp/PubCh/ECHA
	Fenotrin	ChSp/PubCh/ECHA/WIKI
	Forat-oxon	ChSp/PubCh/ECHA
	Forat-sulfon	ChSp/PubCh/ECHA
	Forat-sulfoxid	PubCh/ECHA
	Pyraklofos	ChSp/PubCh/ECHA/WIKI
	Pyridafention	ChSp/PubCh/ECHA/WIKI
	Spinosad	"ChSp/PubCh/ECHA/WIKI - ""Spinosad contains a mix of two spinosoids, spinosyn A, the major component, and spinosyn D (the minor component), in a roughly 17:3 ratio"" (WIKI)"
	Sulfentrazon	ChSp/PubCh/ECHA/WIKI
	Tebufenozid	ChSp/PubCh/ECHA/WIKI
	Tetraetylpyrofosfat (TEPP)	ChSp/PubCh/ECHA/WIKI
	Terbufos	ChSp/PubCh/ECHA/WIKI
	Terbufos-sulfon	ChSp/PubCh/ECHA
	Terbufos-sulfoxid	ChSp/PubCh/ECHA
	Terbufos-oxon-sulfon	ChSp/PubCh
	Terbufos-oxon	PubCh
	Terbufos-oxon-sulfoxide	PubCh
	Tiometon-sulfon	PubCh
	Tiometon-sulfoxid	PubCh
	Triamifos	ChSp/PubCh/ECHA/WIKI
	Triflumizol	ChSp/PubCh/ECHA
	2,3,5-Trimetakarb	ChSp/PubCh/ECHA
	3,4,5-Trimetakarb	ChSp/PubCh/ECHA
	Vamidotion-sulfon	ChSp/PubCh/ECHA
	Vamidotion-sulfoxid	PubCh/ECHA
	Monobutyltenn, som Sn	Använd synonyma CH09/464 med Sn-enhet - https://www.diva-portal.org/smash/get/diva2:851117/FULLTEXT01.pdf
	Dibutyltenn, som Sn	Använd synonyma CH09/180 med Sn-enhet - https://www.diva-portal.org/smash/get/diva2:851117/FULLTEXT01.pdf
	Tributyltenn, som Sn	Använd synonyma CH09/629 med Sn-enhet - https://www.diva-portal.org/smash/get/diva2:851117/FULLTEXT01.pdf
	Tetrabutyltenn, som Sn	Använd synonyma CH09/598 med Sn-enhet - https://www.diva-portal.org/smash/get/diva2:851117/FULLTEXT01.pdf
	Trifenyltenn, som Sn	Använd synonyma CH09/636 med Sn-enhet - https://www.diva-portal.org/smash/get/diva2:851117/FULLTEXT01.pdf
	Tricyklohexyltenn, som Sn	Använd synonyma CH09/634 med Sn-enhet - https://www.diva-portal.org/smash/get/diva2:851117/FULLTEXT01.pdf
	Kvintozen/Pentakloranilin, summa	ChSp/PubCh/ECHA/WIKI - https://www.naturvardsverket.se/4ac412/globalassets/vagledning/fororenade-omraden/riktvarden/datablad/kvintozenochpentakloranilin.pdf
	1,4-Diklorbensen	Ny kod med 1,4-Diklorbensen tillagd 2026-01-17. Ersätter 2026-01-17 CH09/05 som invalideras, av misstag ändrad  2023-11-12 till para-Diklorbensen från 1,4-Diklorbensen. - ChSp/PubCh/ECHA/WIKI
	Brommetan	ChSp/PubCh/ECHA/WIKI
	Diklofop	ChSp/PubCh/ECHA
	Acifluorfen	ChSp/PubCh/ECHA/WIKI
	Triklopyr	ChSp/PubCh/ECHA/WIKI
	2,6-Diklorbensoesyra	ChSp/PubCh/ECHA
	2,6-Diklorprop	ChSp/PubCh/ECHA
	Aldrin/Dieldrin/Endrin, summa	Ej relevant
	Azoxistrobin, fri syra	ChSp/PubCh/ECHA
	Bensalkoniumbromid	PubCh/ECHA
	Heptaklorepoxid, summa av isomerer	ChSp/PubCh/ECHA
	Kizalofop	ChSp/PubCh/ECHA/WIKI
	Metalaxyl-metabolit CGA108906	ChSp/PubCh/ECHA
	Metalaxyl-metabolit CGA62826	PubCh
	Metribuzin-desamino	PubCh
	Rimsulfuron-M2 (IN-70942)	ChSp/PubCh
	Sulfonylureor - enbart legacy-data	Ej relevant
	Diklofop-metyl	ChSp/PubCh/ECHA/WIKI
	Aminopyralid	ChSp/PubCh/ECHA/WIKI
	Beflubutamid	ChSp/PubCh/ECHA/WIKI
	Fenpikoxamid	ChSp/PubCh/ECHA/WIKI
	Imazamox	ChSp/PubCh/ECHA/WIKI
	Isofetamid	ChSp/PubCh/ECHA/WIKI
	Pyraflufen-etyl	ChSp/PubCh/ECHA/WIKI
	Tiakloprid-amid	ChSp/PubCh
	Acetamiprid-metabolit IM-1-5	PubCh
	Foramsulfuron-metabolit AE-F130619	PubCh
	Pinoxaden-metabolit M2 NOA 407854	ChSp/PubCh
	Pinoxaden-metabolit M3 NOA 447204	PubCh
	Propyzamide-metabolit M2 RH-24580	PubCh
	17-α-Östradiol	
	7-Aminoflunitrazepam	
	Acebutolol	
	Acekarbromal	
	Aceklofenak	
	Acemetacin	
	Acetazolamid	
	Acetylsalicylsyra	
	Aciklovir	
	Albendazol	
	Albuterol	
	Albuterolsulfat	
	Alfuzosin	
	Alklofenak	
	Allobarbital	
	Alprazolam	
	Amiodaron	
	Amitriptilin	2026-04-01 Ändrat stavfel från Amitryptilin till Amitriptilin - ChSp/PubCh/ECHA/WIKI
	Amobarbital	
	Amoxicillin	
	Ampicillin	
	Antracen-1,4-dion	
	Apramycin	
	Aprobarbital	
	Atenolol	
	Atorvastatin	
	Atrakuriumbesylat	ChSp/PubCh/ECHA/WIKI
	Azelastin	
	Azitromycin	
	Baklofen	
	Beklometason	
	Betametason	
	beta-Sitosterol	
	Betaxolol	
	Bezafibrat	
	Biperiden	
	Bisoprolol	
	Bromazepam	
	Bromokriptin	
	Budesonid	
	Buprenorfin	
	Bupropion	
	Butalbarbital	
	Cefacetril	
	Cefalexin	
	Cefalonium	
	Cefapirin	
	Cefazolin	
	Cefoperazon	
	Cilazapril	
	Ciprofloxacin	
	Citalopram	
	Cyklofosfamid	ChSp/PubCh/ECHA/WIKI
	Cyproheptadin	
	Danofloxacin	
	Dantrolen	
	Dapson	
	Daunorubicin	
	Demeklocyklin	
	Desloratadin	
	Desmetyldiazepam	
	Dexametason	
	Dextropropoxifen	2026-04-01 Ändrat stavning från propoxy till propoxi - ChSp/PubCh/ECHA/WIKI
	Diatrizoinsyra	Dubblett med  CH10/370
	Diazepam	
	Dicykloverin	
	Dietylstilbestrol	
	Difenhydramin	
	Difloxacin	
	Dihydroergotamin	
	Dihydrokodein	
	Dihydrostreptomycinsulfat	
	Diklofenak	
	Dikloxacillin	
	Diltiazem	
	Dipyridamol	
	Domperidon	
	Donepezil	
	Doramektin	
	Doxepin	
	Doxicyklin-monohydrat	
	Doxorubicin	
	Doxycyklin	
	Duloxetin	
	Enoxacin	
	Enrofloxacin	
	Epirubicin	
	Eprinomektin	
	Eprosartan	
	Erytromycin	
	Escitalopram	
	Esomeprazol	
	Etinylöstradiol	
	Etofibrat	
	Etonogestrel	
	Etosuximid	
	Ezetimib	
	Famotidin	
	Febantel	
	Felodipin	
	Fenazon	
	Fenbendazol	
	Fenfluramin	
	Fenobarbital	
	Fenofibrat	
	Fenofibrinsyra	
	Fenoprofen	
	Fenoprofen-kalciumsaltdihydrat	
	Fenoterol	
	Fentanyl	
	Fenylbutazon	
	Fenytoin	
	Fexofenadin	
	Finasterid	
	Flekainid	
	Flubendazol	
	Flufenazin	
	Flukloxacillin	
	Flukonazol	
	Flumekvin	
	Flunitrazepam	
	Fluorouracil	
	Fluoxetin	
	Flupentixol	
	Flutamid	
	Fluvoxamin	
	Fulvestrant	
	Furosemid	
	Gemfibrozil	
	Gentamicin	
	Glimepirid	
	Glyburide	
	Haloperidol	
	Heroin	
	Hexobarbital	
	Hydroklortiazid	
	Hydrokodon	
	Hydroxizin	
	Ibuprofen	
	Ibuprofen-1-hydroxy	
	Ibuprofen-2-hydroxy	
	Ibuprofen-COOH	
	Ifosfamid	
	Iminostilben	
	Imipramin	
	Indometacin	
	Irbesartan	
	Isradipin	
	Ivermektin	
	Johexol	
	Jomeprol	
	Jopamidol	ChSp/PubCh/ECHA/WIKI
	Jopromid	ChSp/PubCh/ECHA/WIKI
	Josamycin	
	Joxitalamsyra	
	Kanamycinsulfat	
	Karazolol	
	Karbamazepin	
	Ketokonazol	
	Ketoprofen	
	Klaritromycin	
	Klemastin	ChSp/PubCh/ECHA/WIKI
	Klenbuterol	
	Klindamycin	
	Klomipramin	
	Klonazepam	
	Kloralhydrat	
	Kloramfenikol	
	Klorbutanol	
	Klorhexidin	
	Klorpromazin	
	Klorprotixen	
	Klortetracyklin	
	Klotrimazol	
	Kloxacillin	
	Klozapin	
	Kodein	
	Koffein	
	Kokain	
	Kotrimoxazol	
	Krotamiton	
	Lamotrigin	
	Lansoprazol	
	Levetiracetam	
	Levomepromazin	
	Levonorgestrel	
	Lidokain	
	Linkomycin	
	Litiumkarbonat	
	Loperamid	
	Loratadin	
	Lorazepam	
	Lovastatin	
	Lymecyklin	
	Maprotilin	
	Marbofloxacin	
	Mebeverin	
	Medazepam	
	Medroxiprogesteron	2026-04-01 Ändrat stavning från Medroxy till Medroxi - ChSp/PubCh/ECHA/WIKI
	Mefenaminsyra	
	Megestrol	
	Meklofenamsyra	
	Meklozin	
	Memantin	
	Meprobamat	
	Mestranol	
	Metformin	
	Meticillin	
	Metoprolol	ChSp/PubCh/ECHA/WIKI
	Metyldietylkarbamoditioat	
	Metylfenobarbital	
	Mevastatin	
	Mianserin	
	Mikonazol	
	Minocyklin	
	Mirtazapin	ChSp/PubCh/ECHA/WIKI
	Morantel	
	Morfin	
	Moxidektin	
	Nadolol	
	Nafcillin	
	Naloxon	
	Nandrolon	
	Naproxen	
	Naproxen-(R)-O-desmetyl	
	N-Demetylflunitrazepam	
	Nefazodon	
	Neomycin B	
	N-Metylfenacetin	
	Noretindron	
	Norfentanyl	
	Norfloxacin	
	Norpropoxifen	
	Novobiocin	
	Ofloxacin	
	Oleandomycin	
	Omeprazol	
	Orfenadrin	
	Oxacillin	
	Oxazepam	
	Oxfendazol	
	Oxikodon	
	Oxolinsyra	
	Oxprenolol	
	Oxitetracyklin	ChSp/PubCh/ECHA/WIKI
	Paracetamol	
	Paroxetin	
	Penicillin G	
	Penicillin V	
	Pentobarbital	
	Pentoxifyllin	
	Perfenazin	
	Pindolol	
	Pipamperon	
	Pizotifen	
	Pravastatin	
	Prednisolon	
	Primidon	
	Progesteron	
	Prometazin	
	Propofol	
	Propranolol	
	Propyfenazon	
	Pyrantel	
	Ranitidin	
	Repaglinid	
	Risperidon	
	Rosuvastatin	
	Roxitromycin	
	Salicylsyra	
	Sarafloxacin	
	Sekobarbital	
	Sekobarbital-natrium	
	Sertralin	ChSp/PubCh/ECHA/WIKI
	Simvastatin	
	Sotalol	
	Spektinomycin	
	Spiramycin	
	Streptomycin	
	Sulfabensamid	
	Sulfacetamid	
	Sulfadiazin	
	Sulfadimetoxin	
	Sulfadimidin	ChSp/PubCh/ECHA/WIKI
	Sulfadoxin	
	Sulfafurazol	
	Sulfaguanidin	
	Sulfakinoxalin	
	Sulfaklorpyridazin	
	Sulfaklozin	
	Sulfamerazin	
	Sulfametizol	
	Sulfametoxazol	
	Sulfametoxidiazin	
	Sulfametoxipyridazin	
	Sulfamonometoxin	
	Sulfamoxol	
	Sulfanilamid	
	Sulfapyridin	
	Sulfatiazol	
	Taloxa	
	Tamoxifen	
	Telmisartan	
	Temazepam	
	Terbutalin	
	Tetracyklin	
	Tiamulin	
	Tilmikosin	
	Timolol	
	Tioridazin	
	Tokoferolacetat	
	Tolfenamsyra	
	Tramadol	
	Trihexyfenidyl	
	Trimetoprim	
	Tylosin	
	Valnemulin	
	Valproinsyra	
	Venlafaxin	
	Verapamil	
	Zolpidem	
	Zopiklon	
	Zopiklon-N-oxid	
	Zuklopentixol	
	Östradiol	
	Östriol	
	Östron	
	Östronsulfat	
	Amlodipin	
	Bikalutamid	
	Cetirizin	
	Desvenlafaxin	
	Kandesartan	
	Klimbazol	
	klopidogrel	
	Klorzoxazon	
	Losartan	
	Metronidazol	
	Niflumsyra	
	Pyrimetamin	
	Ramipril	
	Sparfloxacin	
	Sulindak	
	Valsartan	
	10,11-Dihydro-10-hydroxikarbamazepin	
	10,11-Dihydrokarbamazepin	
	Karbamazepin-10,11-epoxid	
	Klorokin	ChSp/PubCh/ECHA/WIKI
	Levamisol	ChSp/PubCh/ECHA/WIKI
	Mebendazol	
	Metotrexat	ChSp/PubCh/ECHA/WIKI
	Citalopram-desmetyl	
	Nikotinamid	ChSp/PubCh/ECHA/WIKI
	Fluoxetin-Desmetyl	
	Sertralin-desmetyl	ChSp/PubCh/ECHA/WIKI
	Oxkarbazepin	
	Paraxantin	
	Pyridoxin	ChSp/PubCh/ECHA/WIKI
	Teofyllin	ChSp/PubCh/ECHA/WIKI
	Enalapril	Flyttad 2020-05-23 från CH06/273
	Hydroximetronidazol	
	Ibuprofen-hydroxy, isomer-mix av ibuprofen-1-/2-/3-hydroxy	
	Amlodipinbesilat	
	Enalaprilmaleat	
	Gestoden	
	Testosteron	
	Natamycin	
	Noradrenalin	
	Norefedrin	
	Amidotrizoinsyra	Dubblett, använd CH10/64
	Klopidol	
	Karprofen	
	Flutikason	
	Gabapentin	
	Mometasonfuroat	
	Nebivolol	
	Kvetiapin	
	Toltrazuril	
	Xylometazolin	
	Allopurinol	
	Florfenikol	
	Mesalazin	
	Pantoprazol	
	Olanzapin	
	Guanylurea	ChSp/PubCh/ECHA/WIKI
	Läkemedel, summa av 30 (Amidotrizoinsyra, Atenolol, Ciprofloxacin, Citalopram, Diklofenak, Erytromycin, Flukonazol, Furosemid, Ibuprofen, Karbamazepin, Ketokonazol, Klaritromycin, Klopidol, Krotamiton, Losartan, Metoprolol, Metotrexat, Naproxen, Oxazepam, Paracetamol, Primidon, Propranolol, Sertralin, Sotalol, Sulfadiazin, Sulfametoxazol, Tramadol, Trimetoprim, Venlafaxin, Zolpidem)	"Summa av 30 läkemedel. Definierade för ""Screening 2023-råvatten"" av Vattenmyndigheten"
	Dihydrotestosteron	ChSp/PubCh/ECHA/WIKI
	Amisulprid	ChSp/PubCh/ECHA/WIKI
	Fusidinsyra	ChSp/PubCh/ECHA/WIKI
	Linezolid	ChSp/PubCh/ECHA/WIKI
	Moxifloxacin	ChSp/PubCh/ECHA/WIKI
	Rifampicin	ChSp/PubCh/ECHA/WIKI
	Acetanilid	ChSp/PubCh/ECHA/WIKI
	Amilorid	ChSp/PubCh/ECHA/WIKI
	Anastrozol	ChSp/PubCh/ECHA/WIKI
	Azatioprin	ChSp/PubCh/ECHA/WIKI
	Bendroflumetiazid	ChSp/PubCh/ECHA/WIKI
	Buspiron	ChSp/PubCh/ECHA/WIKI
	Butorfanol	ChSp/PubCh/ECHA/WIKI
	Dexmedetomidin	ChSp/PubCh/ECHA/WIKI
	Entakapon	ChSp/PubCh/ECHA/WIKI
	Fluvastatin	ChSp/PubCh/ECHA/WIKI
	Galantamin	ChSp/PubCh/ECHA/WIKI
	Hydrokortison	ChSp/PubCh/ECHA/WIKI
	Ipratropium	PubCh/WIKI
	Irinotekan	ChSp/PubCh/ECHA/WIKI
	Kapecitabin	ChSp/PubCh/ECHA/WIKI
	Karvedilol	ChSp/PubCh/ECHA/WIKI
	Kolkicin	ChSp/PubCh/ECHA/WIKI
	Levosimendan	ChSp/PubCh/ECHA/WIKI
	Meloxikam	ChSp/PubCh/ECHA/WIKI
	Meropenem	ChSp/PubCh/ECHA/WIKI
	Metacyklin	ChSp/PubCh/ECHA/WIKI
	Metylprednisolon	ChSp/PubCh/ECHA/WIKI
	Mykofenolsyra	ChSp/PubCh/ECHA/WIKI
	Nalidixinsyra	ChSp/PubCh/ECHA/WIKI
	N-Demetylerytromycin A	ChSp/PubCh/ECHA
	Nelfinavir	ChSp/PubCh/WIKI
	Nimesulid	ChSp/PubCh/ECHA/WIKI
	Ormetoprim	ChSp/PubCh/ECHA/WIKI
	Ornidazol	ChSp/PubCh/ECHA/WIKI
	Oximetazolin	ChSp/PubCh/ECHA/WIKI
	Paklitaxel	ChSp/PubCh/ECHA/WIKI
	Piperacillin	ChSp/PubCh/ECHA/WIKI
	Piroxikam	ChSp/PubCh/ECHA/WIKI
	Prazikvantel	ChSp/PubCh/ECHA/WIKI
	Propafenon	ChSp/PubCh/ECHA/WIKI
	Raloxifen	ChSp/PubCh/ECHA/WIKI
	Salmeterol	ChSp/PubCh/ECHA/WIKI
	Tebain	ChSp/PubCh/ECHA/WIKI
	Toremifen	ChSp/PubCh/ECHA/WIKI
	Vankomycin	ChSp/PubCh/ECHA/WIKI
	4-Acetamidoantipyrin	ChSp/PubCh/ECHA
	4-Demetyltrimetoprim	ChSp/PubCh
	4-Formamidoantipyrin	ChSp/PubCh/ECHA
	Acetylsulfametoxazol	ChSp/PubCh/ECHA
	Dimetridazol	ChSp/PubCh/ECHA/WIKI
	Pivmecillinam	ChSp/PubCh/ECHA/WIKI
	Bromhexin	ChSp/PubCh/ECHA/WIKI
	Buspiron	ChSp/PubCh/ECHA/WIKI
	Cefuroxim	ChSp/PubCh/ECHA/WIKI
	Isosorbidmononitrat	ChSp/PubCh/ECHA/WIKI
	Läkemedel, summa av kvantifierade ämnen	Ej relevant
	Norgestrel	ChSp/PubCh/ECHA/WIKI
	Penicillin G-bensatin	Pubch/ECHA
	Piperacillin/Tazobaktam, beräknad summa	ChSp/PubCh/ECHA/WIKI
	Tazobaktam	ChSp/PubCh/ECHA/WIKI
	Sertralin/Norsertralin, beräknad summa	ChSp/PubCh/ECHA/WIKI
	Cyklobensaprin	ChSp/PubCh/ECHA/WIKI
	2-Hydroxikarbamazepin	ChSp/PubCh/ECHA
	10,11-Dihydroxikarbamazepin	ChSp/PubCh/ECHA
	4-Hydroxidiklofenak	ChSp/PubCh/ECHA
	Lomefloxacin	ChSp/PubCh/ECHA/WIKI
	Absorbans filtrerat (254 nm)	
	Absorbans filtrerat (365 nm)	
	Absorbans filtrerat (420 nm)	
	Absorbans filtrerat (436 nm)	
	Absorbans ofiltrerat (254 nm)	
	Absorbans ofiltrerat (420 nm)	
	Absorbans vid 380 nm (OH-pyren normaliserare)	
	Abundans, antal räknade	
	Abundans, skala	
	Abundans, täckningsgrad (%)	
	Aciditet, titrerbar	
	Aciditet, utbytbar	
	Aciditet	
	Alkalinitet, mmol/l	
	Alkalinitet, total	
	Alkalinitet/Aciditet	
	Alkalinitet	
	Avstånd från punktkälla (km) (MATRX=SI)	
	Avstånd till strand (meter) (MATRX=SI)	
	Biologisk syreförbrukning, BOD (21 dagar)	
	Biologisk syreförbrukning, BOD (5 dagar)	
	Biologisk syreförbrukning, BOD (7 dagar)	
	Botten-salthalt (MATRX=SI)	
	Bottensats	
	Bottensats, art	
	Bottenströms-hastighet (MATRX=SI)	
	Bottenströms-riktning (grader) (MATRX=SI)	
	Botten-temperatur	
	Datum för analys	
	Djup för provtagning	
	Dragriktning, grader (MATRX=SI)	
	Elektrisk konduktivitet	
	Fel i analysen	
	Fiberskikt	
	Fraktion: partiklar (part), löst fas (diss) eller totalkoncentrationen (tot)	
	Fuktinnehåll	
	Fuktinnehåll (%)	
	Fysikaliska egenskaper samt anjoner	Invaliderad. Urspring SGU-GV Felaktig kod med spretigt innehåll
	Färg, 405 nm	
	Färg, 410 nm	
	Färg, elof (efter luftning och filtrering)	
	Färg, filtrerat	
	Färgat upplöst organiskt material - absorbans vid 400 nm	
	Färgat upplöst organiskt material - absorbans vid 750 nm	
	Färgtal	Färgtal är ett mått på brunifiering av vatten  enligt Pt/Co-skalan och anges i mg Pt/l
	Färgtal, surgjort	Invalideerad p.g.a.metadata - Färgtal är ett mått på brunifiering av vatten  enligt Pt/Co-skalan och anges i mg Pt/l
	GC CLSA, totalkonc	
	Glödförlust (GF)	Glödgningsförlusten utgör skillnaden i massa mellan torkat material och återstoden efter uppvärmning eller glödgning. Torkningen sker vanligen vid 105 °C och uppvärmningen till 550°C under 2 timmar. Val av glödgningstemperatur och tid varierar. Förkortas vanligen LoI efter den engelska benämningen ”loss on ignition”
	Glödgningsrest	
	Grumlighet	
	Grumlighet, art	
	Grundvattentemperatur	
	Human exponeringstyp	
	Hårdhet, tyska grader	
	Höjd (medel eller individuellt), i kombination med matrix	
	Inre skalvolym	
	Karbonat-alkalinitet	
	Kemisk syreförbrukning-Cr-dikromat (COD-Cr)	
	Kemisk syreförbrukning-Mn-permanganat (COD-Mn)	
	Kemisk syreförbrukning (COD)	
	Kemisk syreförbrukning-Mn-permanganat (COD-Mn), beräknad	
	Kloridhalt (jfr. PSALX). Rutinmässig titrering med Mohr-Knudsen metoden (kloridhalt ppt). Mätning i vattenprov (temperaturmätning med termometer förutsatt)	
	Kloridhalt (jfr. PSALX). Titrering med särskild specialmetod (kloridhalt ppt). Mätning i vattenprov (temperaturmätning med termometer förutsatt)	
	Kol:Kväve (C/N)	
	Koldioxid, partialtryck	
	Konduktivitet	
	Konduktivitet 20°	
	Konduktivitet 25°	
	Konduktivitet fält	Dubblett, välj CH11/70
	Konduktivitet, mätt i fält	
	Konduktivitet, mätt i labb	2026-04-03 Ändrat lab till labb
	Kornstorlek, kurtosis	
	Kornstorlek, massfraktion <1 micron	
	Kornstorlek, massfraktion <1000 micron	
	Kornstorlek, massfraktion <105 mikron	
	Kornstorlek, massfraktion <1200 mikron	
	Kornstorlek, massfraktion <125 mikron	
	Kornstorlek, massfraktion <15 mikron	
	Kornstorlek, massfraktion <150 mikron	
	Kornstorlek, massfraktion <16 mikron	
	Kornstorlek, massfraktion <1700 mikron	
	Kornstorlek, massfraktion <2 mikron	
